event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
TL-813,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,1,商业利益线,medium,3,GAStech,,1,Tethys News,813,Tethys News,"Update, 5:50 PM: According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol. ","Update, 5:50 PM: According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol. ",narrative_line_1_商业利益线.csv,auto_clustered
TL-813,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,4,绑架导火索线,medium,3,GAStech,,1,Tethys News,813,Tethys News,"Update, 5:50 PM: According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol. ","Update, 5:50 PM: According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol. ",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-817,2014-01-20,day,VOICES - a blog on what is important to people,timeline,4,绑架导火索线,medium,3,,,1,Centrum Sentinel,817,Centrum Sentinel,"1937 - The megaphone of the police of Kronos has freed a declaration ""is indication here that the missing individuals have left the island of Kronos."" Once asked if the suppliers were consider interes","1937 - The megaphone of the police of Kronos has freed a declaration ""is indication here that the missing individuals have left the island of Kronos."" Once asked if the suppliers were consider interes",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-818,2014-01-20,day,ENVELOPE UP OF EVENTS AT GASTECH,timeline,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,News Desk,818,News Desk,"ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as","ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as",narrative_line_1_商业利益线.csv,auto_clustered
TL-818,2014-01-20,day,ENVELOPE UP OF EVENTS AT GASTECH,timeline,4,绑架导火索线,medium,3,GAStech|Government|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,News Desk,818,News Desk,"ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as","ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-828,2014-01-20,day,VOICES - a blog approximately that what is important to people,timeline,1,商业利益线,medium,3,GAStech|Tethys,Tethys,1,Centrum Sentinel,828,Centrum Sentinel,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.,narrative_line_1_商业利益线.csv,auto_clustered
TL-828,2014-01-20,day,VOICES - a blog approximately that what is important to people,timeline,4,绑架导火索线,medium,3,GAStech|Tethys,Tethys,1,Centrum Sentinel,828,Centrum Sentinel,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-834,2014-01-20,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|Abila,Abila,1,The Abila Post,834,The Abila Post,930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Ste,930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Ste,narrative_line_1_商业利益线.csv,auto_clustered
TL-834,2014-01-20,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Government|Sten Sanjorge|Abila,Abila,1,The Abila Post,834,The Abila Post,930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Ste,930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Ste,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-838,2014-01-20,day,To break off itself: The emergency to GAStech quarters the construction [updates],timeline,1,商业利益线,medium,3,GAStech|POK|Government,,1,Tethys News,838,Tethys News,"Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli","Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli",narrative_line_1_商业利益线.csv,auto_clustered
TL-838,2014-01-20,day,To break off itself: The emergency to GAStech quarters the construction [updates],timeline,3,组织对抗线,medium,3,GAStech|POK|Government,,1,Tethys News,838,Tethys News,"Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli","Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli",narrative_line_3_组织对抗线.csv,auto_clustered
TL-838,2014-01-20,day,To break off itself: The emergency to GAStech quarters the construction [updates],timeline,4,绑架导火索线,medium,3,GAStech|POK|Government,,1,Tethys News,838,Tethys News,"Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli","Update, 5:30 PM: We have several relationships from employs of GAStech that confirm a kidnapping have happened, but currently not are the information on who. The unofficial relationships from the poli",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-85,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,4,绑架导火索线,medium,3,GAStech,,1,Kronos Star,85,Kronos Star,"Update, 7:40 PM: Carman informed the press that police do not believe the missing people have left the island of Kronos.","Update, 7:40 PM: Carman informed the press that police do not believe the missing people have left the island of Kronos.",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-87,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech,,1,Homeland Illumination,87,Homeland Illumination,1837 - There are unconfirmed reports that the GAStech employees were kidnapped. Media outlets are speculating that their newfound wealth might provide a motive. Perhaps someone should locate the cater,1837 - There are unconfirmed reports that the GAStech employees were kidnapped. Media outlets are speculating that their newfound wealth might provide a motive. Perhaps someone should locate the cater,narrative_line_1_商业利益线.csv,auto_clustered
TL-87,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,4,绑架导火索线,medium,3,GAStech,,1,Homeland Illumination,87,Homeland Illumination,1837 - There are unconfirmed reports that the GAStech employees were kidnapped. Media outlets are speculating that their newfound wealth might provide a motive. Perhaps someone should locate the cater,1837 - There are unconfirmed reports that the GAStech employees were kidnapped. Media outlets are speculating that their newfound wealth might provide a motive. Perhaps someone should locate the cater,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-9,2014-01-20,day,Breaking: Emergency at GAStech Headquarters Building [Updates],timeline,1,商业利益线,medium,3,GAStech,,1,Kronos Star,9,Kronos Star,"Update 1:00 PM: Police have come and gone from the GAStech building, but up to this point no GAStech employees have left the building. We still have no official word on why the police are present.","Update 1:00 PM: Police have come and gone from the GAStech building, but up to this point no GAStech employees have left the building. We still have no official word on why the police are present.",narrative_line_1_商业利益线.csv,auto_clustered
TL-94,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,1,商业利益线,medium,3,GAStech|Abila,Abila,1,Homeland Illumination,94,Homeland Illumination,1744 - Media reports are coming in that a number of GAStech employees were kidnapped. The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unkno,1744 - Media reports are coming in that a number of GAStech employees were kidnapped. The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unkno,narrative_line_1_商业利益线.csv,auto_clustered
TL-94,2014-01-20,day,VOICES - a blog about what is important to the people,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,Homeland Illumination,94,Homeland Illumination,1744 - Media reports are coming in that a number of GAStech employees were kidnapped. The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unkno,1744 - Media reports are coming in that a number of GAStech employees were kidnapped. The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unkno,narrative_line_4_绑架导火索线.csv,auto_clustered
EVT-0174,2014-01-21,day,ON SCENE BLOG,cross_source_story,1,商业利益线,medium,3,GAStech|Tethys|Abila|POK|Sten Sanjorge|Government|Centrum,Tethys|Abila|Centrum,2,Modern Rubicon; The Abila Post,106;159;218;250;261;30;654;727,Modern Rubicon,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0174,2014-01-21,day,ON SCENE BLOG,cross_source_story,4,绑架导火索线,medium,3,GAStech|Tethys|Abila|POK|Sten Sanjorge|Government|Centrum,Tethys|Abila|Centrum,2,Modern Rubicon; The Abila Post,106;159;218;250;261;30;654;727,Modern Rubicon,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The,934 - the police of Abila has indicated that the application of law and the civil employees of government from Tethys are working with. The number of the missing has been modified fourteen to ten. The,narrative_line_4_绑架导火索线.csv,auto_clustered
EVT-0176,2014-01-21,day,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,cross_source_story,1,商业利益线,medium,3,GAStech|Tethys|Sten Sanjorge|Abila|POK|APA|Centrum|Government,Tethys|Abila|Centrum|Elodis,11,Everyday News; International News; International Times; Kronos Star; News Online Today; The Continent; The Guide; The Light of Truth; The Truth; World Journal; World Source,167;245;344;396;460;463;481;598;62;689;787;822,Kronos Star,"According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0176,2014-01-21,day,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,cross_source_story,4,绑架导火索线,medium,3,GAStech|Tethys|Sten Sanjorge|Abila|POK|APA|Centrum|Government,Tethys|Abila|Centrum|Elodis,11,Everyday News; International News; International Times; Kronos Star; News Online Today; The Continent; The Guide; The Light of Truth; The Truth; World Journal; World Source,167;245;344;396;460;463;481;598;62;689;787;822,Kronos Star,"According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event",narrative_line_4_绑架导火索线.csv,auto_clustered
EVT-0177,2014-01-21,day,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,cross_source_story,1,商业利益线,medium,3,GAStech|POK|Sten Sanjorge|Abila|Government|Elodis|Tethys,Abila|Elodis|Tethys,7,News Online Today; The General Post; The Guide; The Truth; The Tulip; The World; Who What News,178;219;310;372;536;599;824,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a","The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0177,2014-01-21,day,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,cross_source_story,3,组织对抗线,medium,3,GAStech|POK|Sten Sanjorge|Abila|Government|Elodis|Tethys,Abila|Elodis|Tethys,7,News Online Today; The General Post; The Guide; The Truth; The Tulip; The World; Who What News,178;219;310;372;536;599;824,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a","The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0177,2014-01-21,day,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,cross_source_story,4,绑架导火索线,medium,3,GAStech|POK|Sten Sanjorge|Abila|Government|Elodis|Tethys,Abila|Elodis|Tethys,7,News Online Today; The General Post; The Guide; The Truth; The Tulip; The World; Who What News,178;219;310;372;536;599;824,The General Post,"The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a","The protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president a",narrative_line_4_绑架导火索线.csv,auto_clustered
EVT-0178,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,cross_source_story,1,商业利益线,medium,3,GAStech|Abila|POK|Government|Sten Sanjorge|President Kapelou|Tethys|Centrum,Abila|Tethys|Centrum,1,Worldwise,274;752,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0178,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,cross_source_story,3,组织对抗线,medium,3,GAStech|Abila|POK|Government|Sten Sanjorge|President Kapelou|Tethys|Centrum,Abila|Tethys|Centrum,1,Worldwise,274;752,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0178,2014-01-21,day,Conference of news of catch of police force on the kidnapping of GAStech,cross_source_story,4,绑架导火索线,medium,3,GAStech|Abila|POK|Government|Sten Sanjorge|President Kapelou|Tethys|Centrum,Abila|Tethys|Centrum,1,Worldwise,274;752,Worldwise,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech. To maintain to the order the journalists with the current that four of the emplo,narrative_line_4_绑架导火索线.csv,auto_clustered
EVT-0179,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,cross_source_story,1,商业利益线,medium,3,GAStech|Abila|POK,Abila,3,International News; Kronos Star; News Online Today,276;676;693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0179,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,cross_source_story,3,组织对抗线,medium,3,GAStech|Abila|POK,Abila,3,International News; Kronos Star; News Online Today,276;676;693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0179,2014-01-21,day,Police Hold News Conference on GAStech Kidnapping,cross_source_story,4,绑架导火索线,medium,3,GAStech|Abila|POK,Abila,3,International News; Kronos Star; News Online Today,276;676;693,Kronos Star,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters. Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed ye,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-142,2014-01-21,day,VOICES - a blog on what is important to people,timeline,1,商业利益线,medium,3,GAStech|Abila|Tethys,Abila|Tethys,1,Centrum Sentinel,142,Centrum Sentinel,0715 - Welcome to continuous news of the disappearing of several employs of GAStech. That what is known: The police has announced that fourteen employsof GAStech are disappeared yesterday morning. The,0715 - Welcome to continuous news of the disappearing of several employs of GAStech. That what is known: The police has announced that fourteen employsof GAStech are disappeared yesterday morning. The,narrative_line_1_商业利益线.csv,auto_clustered
TL-142,2014-01-21,day,VOICES - a blog on what is important to people,timeline,4,绑架导火索线,medium,3,GAStech|Abila|Tethys,Abila|Tethys,1,Centrum Sentinel,142,Centrum Sentinel,0715 - Welcome to continuous news of the disappearing of several employs of GAStech. That what is known: The police has announced that fourteen employsof GAStech are disappeared yesterday morning. The,0715 - Welcome to continuous news of the disappearing of several employs of GAStech. That what is known: The police has announced that fourteen employsof GAStech are disappeared yesterday morning. The,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-159,2014-01-21,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Sten Sanjorge|Tethys,Tethys,1,Modern Rubicon,159,Modern Rubicon,"1013 - the CEO Sten Sanjorge, Jr. it is not missing. He is in the centers of Tethys of the GAStech in the center understood them. The names of the missing have still not been shared.","1013 - the CEO Sten Sanjorge, Jr. it is not missing. He is in the centers of Tethys of the GAStech in the center understood them. The names of the missing have still not been shared.",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-167,2014-01-21,day,GASTech Employees Kidnapped in Kronos,timeline,1,商业利益线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap","Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap",narrative_line_1_商业利益线.csv,auto_clustered
TL-167,2014-01-21,day,GASTech Employees Kidnapped in Kronos,timeline,2,环境冲突线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap","Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap",narrative_line_2_环境冲突线.csv,auto_clustered
TL-167,2014-01-21,day,GASTech Employees Kidnapped in Kronos,timeline,3,组织对抗线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap","Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap",narrative_line_3_组织对抗线.csv,auto_clustered
TL-167,2014-01-21,day,GASTech Employees Kidnapped in Kronos,timeline,4,绑架导火索线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,International Times,167,International Times,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap","Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnap",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-178,2014-01-21,day,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,timeline,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|Elodis|Abila|Tethys,Elodis|Abila|Tethys,1,The Tulip,178,The Tulip,"The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R","The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R",narrative_line_1_商业利益线.csv,auto_clustered
TL-178,2014-01-21,day,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,timeline,3,组织对抗线,medium,3,GAStech|Government|Sten Sanjorge|Elodis|Abila|Tethys,Elodis|Abila|Tethys,1,The Tulip,178,The Tulip,"The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R","The guards of Kronos have not only also the taken responsibility for the removal of international employees GAStech, but the ransom question of $20M of the President and CEO Sten Sanjorge, Jr. made. R",narrative_line_3_组织对抗线.csv,auto_clustered
TL-218,2014-01-21,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,The Abila Post,218,The Abila Post,850 UPDATE 21 January 2014 - DAY TWO of the GAStech Incident - We are awaiting the Abila Police Department news conference scheduled for 9:00.,850 UPDATE 21 January 2014 - DAY TWO of the GAStech Incident - We are awaiting the Abila Police Department news conference scheduled for 9:00.,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-219,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,1,商业利益线,medium,3,GAStech|POK|Sten Sanjorge,,1,News Online Today,219,News Online Today,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_1_商业利益线.csv,auto_clustered
TL-219,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,3,组织对抗线,medium,3,GAStech|POK|Sten Sanjorge,,1,News Online Today,219,News Online Today,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_3_组织对抗线.csv,auto_clustered
TL-219,2014-01-21,day,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,timeline,4,绑架导火索线,medium,3,GAStech|POK|Sten Sanjorge,,1,News Online Today,219,News Online Today,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ","The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, ",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-245,2014-01-21,day,The employees of GASTech who are kidnapped in Kronos,timeline,1,商业利益线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare","Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare",narrative_line_1_商业利益线.csv,auto_clustered
TL-245,2014-01-21,day,The employees of GASTech who are kidnapped in Kronos,timeline,2,环境冲突线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare","Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare",narrative_line_2_环境冲突线.csv,auto_clustered
TL-245,2014-01-21,day,The employees of GASTech who are kidnapped in Kronos,timeline,3,组织对抗线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare","Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare",narrative_line_3_组织对抗线.csv,auto_clustered
TL-245,2014-01-21,day,The employees of GASTech who are kidnapped in Kronos,timeline,4,绑架导火索线,medium,3,GAStech|POK|APA|Sten Sanjorge|Abila|Tethys,Abila|Tethys,1,The Continent,245,The Continent,"Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare","Fourteen employees feared kidnapped in Kronos by a radical environment terrorist group during itself collective collecting. Fourteen employees, among which executive civil servants perhaps five, feare",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-250,2014-01-21,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Government|Abila|Tethys,Abila|Tethys,1,The Abila Post,250,The Abila Post,934 UPDATE - Abila Police indicated that they are working with law enforcement and government officials from Tethys. The number of the missing has been revised from fourteen to ten. The names of the m,934 UPDATE - Abila Police indicated that they are working with law enforcement and government officials from Tethys. The number of the missing has been revised from fourteen to ten. The names of the m,narrative_line_1_商业利益线.csv,auto_clustered
TL-250,2014-01-21,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Government|Abila|Tethys,Abila|Tethys,1,The Abila Post,250,The Abila Post,934 UPDATE - Abila Police indicated that they are working with law enforcement and government officials from Tethys. The number of the missing has been revised from fourteen to ten. The names of the m,934 UPDATE - Abila Police indicated that they are working with law enforcement and government officials from Tethys. The number of the missing has been revised from fourteen to ten. The names of the m,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-261,2014-01-21,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|POK,,1,The Abila Post,261,The Abila Post,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,narrative_line_1_商业利益线.csv,auto_clustered
TL-261,2014-01-21,day,ON THE SCENE BLOG,timeline,3,组织对抗线,medium,3,GAStech|POK,,1,The Abila Post,261,The Abila Post,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,narrative_line_3_组织对抗线.csv,auto_clustered
TL-261,2014-01-21,day,ON THE SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|POK,,1,The Abila Post,261,The Abila Post,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,1245 UPDATE - RANSOM DEMANDS FROM POK - The Protectors of Kronos have released a statement claiming responsibility for the kidnapping of GAStech employees demanding a $20 million ransom.,narrative_line_4_绑架导火索线.csv,auto_clustered
